Entry	Entry Name	Protein names	Organism	EC number	UniRef90	Species	Enzyme
A0A2A7A1V1	A0A2A7A1V1_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A173U5V1	Faecalibacterium_prausnitzii	aroK_L
A0A2J4JKT0	A0A2J4JKT0_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A8E0R616	Faecalibacterium_prausnitzii	aroK_L
A0A329UB10	A0A329UB10_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A329UB10	Faecalibacterium_prausnitzii	aroK_L
A0A329UQF8	A0A329UQF8_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A329UQF8	Faecalibacterium_prausnitzii	aroK_L
A0A367GBR6	A0A367GBR6_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A173U5V1	Faecalibacterium_prausnitzii	aroK_L
A0A3E2TBQ4	A0A3E2TBQ4_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A1C5R340	Faecalibacterium_prausnitzii	aroK_L
A0A3E2V761	A0A3E2V761_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A1C5R340	Faecalibacterium_prausnitzii	aroK_L
A0A564T0V9	A0A564T0V9_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A564T0V9	Faecalibacterium_prausnitzii	aroK_L
A0A943ITS4	A0A943ITS4_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A564T0V9	Faecalibacterium_prausnitzii	aroK_L
A0A291TAB8	A0A291TAB8_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A1C5R340	Faecalibacterium_prausnitzii	aroK_L
A0A2A7ALN1	A0A2A7ALN1_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A2A7B866	Faecalibacterium_prausnitzii	aroK_L
A0A2A7B866	A0A2A7B866_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A2A7B866	Faecalibacterium_prausnitzii	aroK_L
A0A329TJP6	A0A329TJP6_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A329UB10	Faecalibacterium_prausnitzii	aroK_L
A0A844DND8	A0A844DND8_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A1C5R340	Faecalibacterium_prausnitzii	aroK_L
A0A2A7BI25	A0A2A7BI25_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A1C5R340	Faecalibacterium_prausnitzii	aroK_L
A0A329U6P5	A0A329U6P5_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A173U5V1	Faecalibacterium_prausnitzii	aroK_L
A0A3E2UKL9	A0A3E2UKL9_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A173U5V1	Faecalibacterium_prausnitzii	aroK_L
A0A6A8KRU0	A0A6A8KRU0_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A173U5V1	Faecalibacterium_prausnitzii	aroK_L
A0A9E1GIJ4	A0A9E1GIJ4_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A564T0V9	Faecalibacterium_prausnitzii	aroK_L
A0A173U5V1	A0A173U5V1_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A173U5V1	Faecalibacterium_prausnitzii	aroK_L
A0A2A6ZVA9	A0A2A6ZVA9_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_Q03LG8	Faecalibacterium_prausnitzii	aroK_L
A0A3E2W7E2	A0A3E2W7E2_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A173U5V1	Faecalibacterium_prausnitzii	aroK_L
A0AAX1QHF7	A0AAX1QHF7_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A564T0V9	Faecalibacterium_prausnitzii	aroK_L
A0A2A6ZD37	A0A2A6ZD37_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A8E0R616	Faecalibacterium_prausnitzii	aroK_L
A0A2A7A9J9	A0A2A7A9J9_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Faecalibacterium prausnitzii	2.7.1.71	UniRef90_A0A173U5V1	Faecalibacterium_prausnitzii	aroK_L
A0A291TAD2	A0A291TAD2_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_C7H176	Faecalibacterium_prausnitzii	aroA
A0A2A7A1Z4	A0A2A7A1Z4_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4K977	Faecalibacterium_prausnitzii	aroA
A0A2J4JKT8	A0A2J4JKT8_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_E2ZK03	Faecalibacterium_prausnitzii	aroA
A0A329USJ2	A0A329USJ2_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4K977	Faecalibacterium_prausnitzii	aroA
A0A367GBW7	A0A367GBW7_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4K977	Faecalibacterium_prausnitzii	aroA
A0A9E1GIJ6	A0A9E1GIJ6_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4JXH0	Faecalibacterium_prausnitzii	aroA
A0A2A6ZD23	A0A2A6ZD23_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_E2ZK03	Faecalibacterium_prausnitzii	aroA
A0A2A7A9J1	A0A2A7A9J1_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4K977	Faecalibacterium_prausnitzii	aroA
A0A2A7B893	A0A2A7B893_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_A0A2A7B893	Faecalibacterium_prausnitzii	aroA
A0A2A7BHR0	A0A2A7BHR0_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_C7H176	Faecalibacterium_prausnitzii	aroA
A0A329TY83	A0A329TY83_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4JXH0	Faecalibacterium_prausnitzii	aroA
A0A3E2TA06	A0A3E2TA06_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_C7H176	Faecalibacterium_prausnitzii	aroA
A0A3E2V5W6	A0A3E2V5W6_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_C7H176	Faecalibacterium_prausnitzii	aroA
A0A943FUC5	A0A943FUC5_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4JXH0	Faecalibacterium_prausnitzii	aroA
A0A173U1T0	A0A173U1T0_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4K977	Faecalibacterium_prausnitzii	aroA
A0A2A7ALG1	A0A2A7ALG1_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_A0A2A7ALG1	Faecalibacterium_prausnitzii	aroA
A0A329TLR3	A0A329TLR3_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_A0A329U880	Faecalibacterium_prausnitzii	aroA
A0A3E2UKU9	A0A3E2UKU9_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4K977	Faecalibacterium_prausnitzii	aroA
A0A3E2W7B9	A0A3E2W7B9_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4K977	Faecalibacterium_prausnitzii	aroA
A0A564T0Y6	A0A564T0Y6_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4JXH0	Faecalibacterium_prausnitzii	aroA
A0A2A7AZL1	A0A2A7AZL1_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4K977	Faecalibacterium_prausnitzii	aroA
A0A329U5X0	A0A329U5X0_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4K977	Faecalibacterium_prausnitzii	aroA
A0A329U880	A0A329U880_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_A0A329U880	Faecalibacterium_prausnitzii	aroA
A0A844DU93	A0A844DU93_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_C7H176	Faecalibacterium_prausnitzii	aroA
A0AAX1QK14	A0AAX1QK14_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Faecalibacterium prausnitzii	2.5.1.19	UniRef90_D4JXH0	Faecalibacterium_prausnitzii	aroA
A0A2A7A9M5	A0A2A7A9M5_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
A0A2A7BHY2	A0A2A7BHY2_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_C7H180	Faecalibacterium_prausnitzii	aroC
A0A2J4JKT4	A0A2J4JKT4_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
A0A329TL69	A0A329TL69_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_A0A329UA18	Faecalibacterium_prausnitzii	aroC
A0A329U578	A0A329U578_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
A0A329UA18	A0A329UA18_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_A0A329UA18	Faecalibacterium_prausnitzii	aroC
A0A3E2TA26	A0A3E2TA26_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_C7H180	Faecalibacterium_prausnitzii	aroC
A0A2A7AM34	A0A2A7AM34_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_A0A2A7B8H7	Faecalibacterium_prausnitzii	aroC
A0A3E2UCD6	A0A3E2UCD6_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_D4JXH4	Faecalibacterium_prausnitzii	aroC
A0A564SZS3	A0A564SZS3_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_D4JXH4	Faecalibacterium_prausnitzii	aroC
A0A943IUJ8	A0A943IUJ8_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_D4JXH4	Faecalibacterium_prausnitzii	aroC
A0A291TAB2	A0A291TAB2_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_C7H180	Faecalibacterium_prausnitzii	aroC
A0A2A7A1W1	A0A2A7A1W1_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
A0A2A7AZB6	A0A2A7AZB6_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
A0A6A8KRF6	A0A6A8KRF6_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
A0A2A6ZD87	A0A2A6ZD87_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
A0AAX1QIV7	A0AAX1QIV7_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_D4JXH4	Faecalibacterium_prausnitzii	aroC
A0A173U336	A0A173U336_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
A0A2A7B8H7	A0A2A7B8H7_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_A0A2A7B8H7	Faecalibacterium_prausnitzii	aroC
A0A329U1B0	A0A329U1B0_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_D4JXH4	Faecalibacterium_prausnitzii	aroC
A0A329UNB1	A0A329UNB1_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_A0A2A7B8H7	Faecalibacterium_prausnitzii	aroC
A0A329UU91	A0A329UU91_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
A0A367GDH3	A0A367GDH3_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
A0A3E2TTV2	A0A3E2TTV2_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
A0A3E2UKL0	A0A3E2UKL0_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Faecalibacterium prausnitzii	4.2.3.5	UniRef90_E2ZJZ8	Faecalibacterium_prausnitzii	aroC
C4ZCZ9	C4ZCZ9_AGARV	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	2.5.1.54	UniRef90_A0A0M6X105	Eubacterium_rectale	aroF_G_H
C4Z915	C4Z915_AGARV	3-dehydroquinate synthase (EC 4.2.3.4)	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	4.2.3.4	UniRef90_A0AAW4WVF2	Eubacterium_rectale	aroB
C4ZHT3	C4ZHT3_AGARV	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	4.2.1.10	UniRef90_A0A174DPN6	Eubacterium_rectale	aroD
C4ZHU1	C4ZHU1_AGARV	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	1.1.1.25	UniRef90_A0A173VUY0	Eubacterium_rectale	aroE
C4ZHT5	C4ZHT5_AGARV	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	1.1.1.25	UniRef90_A0A173Y948	Eubacterium_rectale	aroE
C4ZHS8	C4ZHS8_AGARV	Shikimate kinase (SK) (EC 2.7.1.71)	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	2.7.1.71	UniRef90_A0A173VUK5	Eubacterium_rectale	aroK_L
C4ZBW1	C4ZBW1_AGARV	Shikimate kinase (SK) (EC 2.7.1.71)	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	2.7.1.71	UniRef90_A0A174HAB1	Eubacterium_rectale	aroK_L
C4ZBJ0	C4ZBJ0_AGARV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	2.5.1.19	UniRef90_C4ZBJ0	Eubacterium_rectale	aroA
C4ZAX1	AROC_AGARV	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	4.2.3.5	UniRef90_C4ZAX1	Eubacterium_rectale	aroC
A0A6N2RJ15	A0A6N2RJ15_BIFLN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium longum	2.5.1.54	UniRef90_A0A564VED0	Bifidobacterium_longum	aroF_G_H
A0AA45V733	A0AA45V733_BIFLN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium longum	2.5.1.54	UniRef90_A0A564VED0	Bifidobacterium_longum	aroF_G_H
B3DTQ4	B3DTQ4_BIFLD	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium longum (strain DJO10A)	2.5.1.54	UniRef90_A0A564VED0	Bifidobacterium_longum	aroF_G_H
A0A0M5KW74	A0A0M5KW74_BIFLI	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium longum subsp. infantis	2.5.1.54	UniRef90_A0A564VED0	Bifidobacterium_longum	aroF_G_H
A0A4S5B552	A0A4S5B552_BIFLI	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium longum subsp. infantis	2.5.1.54	UniRef90_A0A564VED0	Bifidobacterium_longum	aroF_G_H
A0A7D4XWN4	A0A7D4XWN4_BIFLI	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium longum subsp. infantis	2.5.1.54	UniRef90_A0A564VED0	Bifidobacterium_longum	aroF_G_H
A0A0A6VKK6	A0A0A6VKK6_BIFLL	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium longum subsp. longum	2.5.1.54	UniRef90_A0A564VED0	Bifidobacterium_longum	aroF_G_H
Q8G7E7	Q8G7E7_BIFLO	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium longum (strain NCC 2705)	2.5.1.54	UniRef90_A0A564VED0	Bifidobacterium_longum	aroF_G_H
A0A2U2RRM5	A0A2U2RRM5_BIFLN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium longum	2.5.1.54	UniRef90_Q8G7E6	Bifidobacterium_longum	aroF_G_H
A0A6I1BVG4	A0A6I1BVG4_BIFLN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium longum	2.5.1.54	UniRef90_Q8G7E6	Bifidobacterium_longum	aroF_G_H
A0AAW9BZW5	A0AAW9BZW5_BIFLN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium longum	2.5.1.54	UniRef90_Q8G7E6	Bifidobacterium_longum	aroF_G_H
A0A2N0TL47	A0A2N0TL47_BIFLN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium longum	2.5.1.54	UniRef90_Q8G7E6	Bifidobacterium_longum	aroF_G_H
A0A6I1BW92	A0A6I1BW92_BIFLN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium longum	2.5.1.54	UniRef90_A0A564VED0	Bifidobacterium_longum	aroF_G_H
A0AAW4NIK9	A0AAW4NIK9_BIFLN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium longum	2.5.1.54	UniRef90_A0A564VED0	Bifidobacterium_longum	aroF_G_H
