Entry	Entry Name	Protein names	Organism	EC number	UniRef90	Species
D6ZTY6	D6ZTY6_BIFLJ	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bifidobacterium longum subsp. longum (strain JDM301)	4.2.1.10	UniRef90_A0A0A6VGV7	Bifidobacterium_longum
B7GS95	B7GS95_BIFLS	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12)	4.2.1.10	UniRef90_A0A0A6VGV7	Bifidobacterium_longum
A0A0A8M0S8	A0A0A8M0S8_BIFLI	Putative shikimate 5-dehydrogenase (Shikimate dehydrogenase (NADP(+)) (EC 1.1.1.25))	Bifidobacterium longum subsp. infantis	1.1.1.25	UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A564VQS2	A0A564VQS2_BIFLI	Shikimate dehydrogenase (EC 1.1.1.25)	Bifidobacterium longum subsp. infantis	1.1.1.25	UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A0M4MPA6	A0A0M4MPA6_BIFLN	Shikimate dehydrogenase	Bifidobacterium longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A0A1GTG7	A0A0A1GTG7_BIFLN	Shikimate dehydrogenase	Bifidobacterium longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A3E4S4J8	A0A3E4S4J8_BIFLN	Shikimate dehydrogenase	Bifidobacterium longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0AAW9BX87	A0AAW9BX87_BIFLN	Shikimate dehydrogenase	Bifidobacterium longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0AB35SAP7	A0AB35SAP7_BIFLN	Shikimate dehydrogenase	Bifidobacterium longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A151C4M8	A0A151C4M8_BIFLN	Shikimate 5-dehydrogenase (Shikimate dehydrogenase)	Bifidobacterium longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A2N0TJ07	A0A2N0TJ07_BIFLN	Shikimate 5-dehydrogenase (Shikimate dehydrogenase)	Bifidobacterium longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A3D8TS98	A0A3D8TS98_BIFLN	Shikimate dehydrogenase	Bifidobacterium longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0AA45PA12	A0AA45PA12_BIFLN	Shikimate dehydrogenase	Bifidobacterium longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A6A2SKA1	A0A6A2SKA1_BIFLN	Shikimate dehydrogenase	Bifidobacterium longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A0A6VJP6	A0A0A6VJP6_BIFLL	Shikimate 5-dehydrogenase (Shikimate dehydrogenase)	Bifidobacterium longum subsp. longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A087BAJ2	A0A087BAJ2_BIFLN	Shikimate dehydrogenase substrate-binding protein (EC 1.1.1.25)	Bifidobacterium longum subsp. suis	1.1.1.25	UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A9Q8QR94	A0A9Q8QR94_BIFLL	Shikimate dehydrogenase	Bifidobacterium longum subsp. longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A0S2MJ64	A0A0S2MJ64_BIFLL	Shikimate 5-dehydrogenase	Bifidobacterium longum subsp. longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A7L9UI78	A0A7L9UI78_BIFLL	Shikimate dehydrogenase	Bifidobacterium longum subsp. longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0AAX1LJM0	A0AAX1LJM0_BIFLI	Shikimate dehydrogenase	Bifidobacterium longum subsp. infantis		UniRef90_A0A564VQS2	Bifidobacterium_longum
B3DRV6	B3DRV6_BIFLD	Shikimate 5-dehydrogenase	Bifidobacterium longum (strain DJO10A)		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A1S2VZ74	A0A1S2VZ74_BIFLN	Shikimate dehydrogenase	Bifidobacterium longum subsp. suis		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A8U0KZ04	A0A8U0KZ04_BIFLI	Shikimate dehydrogenase	Bifidobacterium longum subsp. infantis		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A0M0VNF9	A0A0M0VNF9_BIFLL	Shikimate 5-dehydrogenase	Bifidobacterium longum subsp. longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A1S2VW05	A0A1S2VW05_BIFLI	Shikimate dehydrogenase	Bifidobacterium longum subsp. infantis		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A4R0WI88	A0A4R0WI88_BIFLL	Shikimate 5-dehydrogenase	Bifidobacterium longum subsp. longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
A0A4V2N485	A0A4V2N485_BIFLL	Shikimate 5-dehydrogenase	Bifidobacterium longum subsp. longum		UniRef90_A0A564VQS2	Bifidobacterium_longum
B3DSQ0	AROA_BIFLD	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum (strain DJO10A)	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A2N0T2T9	A0A2N0T2T9_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0AAW9CG75	A0AAW9CG75_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A7U4KDT8	A0A7U4KDT8_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A374SXE5	A0A374SXE5_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A3D8TYW7	A0A3D8TYW7_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A6N2U4E8	A0A6N2U4E8_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0AAW9BY72	A0AAW9BY72_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A2U2RU04	A0A2U2RU04_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0AA45V5T4	A0AA45V5T4_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A2N0TJP0	A0A2N0TJP0_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A6A2SAP9	A0A6A2SAP9_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A6A2SUB6	A0A6A2SUB6_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A6B1W6Z0	A0A6B1W6Z0_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A564S243	A0A564S243_BIFLI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum subsp. infantis	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0AAX1LJ48	A0AAX1LJ48_BIFLI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum subsp. infantis	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A0A6Y9N9	A0A0A6Y9N9_BIFLL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum subsp. longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A1S2W1Y6	A0A1S2W1Y6_BIFLN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum subsp. suis	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A4R0UQC1	A0A4R0UQC1_BIFLL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum subsp. longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A4R0VQ41	A0A4R0VQ41_BIFLL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum subsp. longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A4R0VSQ7	A0A4R0VSQ7_BIFLL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum subsp. longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0AA46Q8N2	A0AA46Q8N2_BIFLL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum subsp. longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A0M4LWS1	A0A0M4LWS1_BIFLI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum subsp. infantis	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A4R0SCB8	A0A4R0SCB8_BIFLL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum subsp. longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
A0A4R0TSP1	A0A4R0TSP1_BIFLL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium longum subsp. longum	2.5.1.19	UniRef90_B3DSQ0	Bifidobacterium_longum
B3DSD9	AROC_BIFLD	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum (strain DJO10A)	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
Q8G5X3	AROC_BIFLO	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum (strain NCC 2705)	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
B7GS97	AROC_BIFLS	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12)	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A2U2RTN1	A0A2U2RTN1_BIFLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A2N0TJW2	A0A2N0TJW2_BIFLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A0A1GRJ0	A0A0A1GRJ0_BIFLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A6B1W657	A0A6B1W657_BIFLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A9Q8QUJ1	A0A9Q8QUJ1_BIFLL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A0A6VJ17	A0A0A6VJ17_BIFLL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A1S2VWW4	A0A1S2VWW4_BIFLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. suis	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A7D4Y208	A0A7D4Y208_BIFLI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. infantis	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A564S0I3	A0A564S0I3_BIFLI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. infantis	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A8U0LCE2	A0A8U0LCE2_BIFLI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. infantis	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0AAX1LIW4	A0AAX1LIW4_BIFLI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. infantis	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A087BG29	A0A087BG29_BIFLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. suis	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A0M3T6K3	A0A0M3T6K3_BIFLI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. infantis	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A7L9UK75	A0A7L9UK75_BIFLL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0AA46Q6H8	A0AA46Q6H8_BIFLL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A0M0VMH7	A0A0M0VMH7_BIFLL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0AA87LSQ9	A0AA87LSQ9_BIFLL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. longum 1-6B	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
C5EAN8	C5EAN8_BIFLI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. infantis CCUG 52486	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
D6ZTY4	D6ZTY4_BIFLJ	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. longum (strain JDM301)	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0AB35S5K9	A0AB35S5K9_BIFLN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0AB38IMN2	A0AB38IMN2_BIFLL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0AB38IH03	A0AB38IH03_BIFLL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium longum subsp. longum	4.2.3.5	UniRef90_B7GS97	Bifidobacterium_longum
A0A267WNW3	A0A267WNW3_BIFPS	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium pseudocatenulatum	2.5.1.54	UniRef90_A0A3D1ZRA8	Bifidobacterium_pseudocatenulatum
A0AAW6BVQ1	A0AAW6BVQ1_BIFPS	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium pseudocatenulatum	2.5.1.54	UniRef90_A0A3D1ZRA8	Bifidobacterium_pseudocatenulatum
A0AAQ0LU44	A0AAQ0LU44_BIFPS	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium pseudocatenulatum	2.5.1.54	UniRef90_A0A3D1ZRA8	Bifidobacterium_pseudocatenulatum
A0AAW4TQC3	A0AAW4TQC3_BIFPS	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium pseudocatenulatum	2.5.1.54	UniRef90_A0A3D1ZRA8	Bifidobacterium_pseudocatenulatum
C0BQP2	C0BQP2_BIFPS	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	2.5.1.54	UniRef90_A0A3D1ZRA8	Bifidobacterium_pseudocatenulatum
A0AAQ0LU50	A0AAQ0LU50_BIFPS	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium pseudocatenulatum	2.5.1.54	UniRef90_A0A0A7I4S2	Bifidobacterium_pseudocatenulatum
A0A139B897	A0A139B897_BIFPS	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium pseudocatenulatum	2.5.1.54	UniRef90_A0A0A7I4S2	Bifidobacterium_pseudocatenulatum
A0A267WNV6	A0A267WNV6_BIFPS	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium pseudocatenulatum	2.5.1.54	UniRef90_A0A0A7I4S2	Bifidobacterium_pseudocatenulatum
C0BQP1	C0BQP1_BIFPS	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	2.5.1.54	UniRef90_A0A0A7I4S2	Bifidobacterium_pseudocatenulatum
A0AAW4TNX8	A0AAW4TNX8_BIFPS	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium pseudocatenulatum	2.7.1.71; 4.2.3.4	UniRef90_D2QA33	Bifidobacterium_pseudocatenulatum
A0AAX3IUD4	A0AAX3IUD4_BIFPS	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium pseudocatenulatum	2.7.1.71; 4.2.3.4	UniRef90_D2QA33	Bifidobacterium_pseudocatenulatum
A0A173YPQ7	A0A173YPQ7_BIFPS	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium pseudocatenulatum	2.7.1.71; 4.2.3.4	UniRef90_D2QA33	Bifidobacterium_pseudocatenulatum
A0A3E5HNZ1	A0A3E5HNZ1_BIFPS	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium pseudocatenulatum	2.7.1.71; 4.2.3.4	UniRef90_D2QA33	Bifidobacterium_pseudocatenulatum
A0AAP2Q1B0	A0AAP2Q1B0_BIFPS	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium pseudocatenulatum	2.7.1.71; 4.2.3.4	UniRef90_D2QA33	Bifidobacterium_pseudocatenulatum
A0AAW6BUY7	A0AAW6BUY7_BIFPS	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium pseudocatenulatum	2.7.1.71; 4.2.3.4	UniRef90_D2QA33	Bifidobacterium_pseudocatenulatum
C0BT14	C0BT14_BIFPS	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	2.7.1.71; 4.2.3.4	UniRef90_D2QA33	Bifidobacterium_pseudocatenulatum
A0A139B915	A0A139B915_BIFPS	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bifidobacterium pseudocatenulatum	4.2.1.10	UniRef90_A1A1A4	Bifidobacterium_pseudocatenulatum
C0BT15	C0BT15_BIFPS	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	4.2.1.10	UniRef90_A1A1A4	Bifidobacterium_pseudocatenulatum
A0A267WJF6	A0A267WJF6_BIFPS	Shikimate 5-dehydrogenase (Shikimate dehydrogenase (EC 1.1.1.25))	Bifidobacterium pseudocatenulatum	1.1.1.25	UniRef90_A0A267WJF6	Bifidobacterium_pseudocatenulatum
A0AAW4TWH5	A0AAW4TWH5_BIFPS	Shikimate dehydrogenase	Bifidobacterium pseudocatenulatum		UniRef90_A0A267WJF6	Bifidobacterium_pseudocatenulatum
A0A3E5HPE5	A0A3E5HPE5_BIFPS	Shikimate dehydrogenase	Bifidobacterium pseudocatenulatum		UniRef90_A0A267WJF6	Bifidobacterium_pseudocatenulatum
C0BTG7	C0BTG7_BIFPS	Shikimate dehydrogenase substrate binding domain protein	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505		UniRef90_A0A267WJF6	Bifidobacterium_pseudocatenulatum
A0AAW6BSB7	A0AAW6BSB7_BIFPS	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium pseudocatenulatum	2.5.1.19	UniRef90_C0BSX5	Bifidobacterium_pseudocatenulatum
A0AAW4TSN9	A0AAW4TSN9_BIFPS	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium pseudocatenulatum	2.5.1.19	UniRef90_C0BSX5	Bifidobacterium_pseudocatenulatum
A0A267WN13	A0A267WN13_BIFPS	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium pseudocatenulatum	2.5.1.19	UniRef90_C0BSX5	Bifidobacterium_pseudocatenulatum
A0A3E5HNW4	A0A3E5HNW4_BIFPS	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium pseudocatenulatum	2.5.1.19	UniRef90_C0BSX5	Bifidobacterium_pseudocatenulatum
A0A413KE97	A0A413KE97_BIFPS	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium pseudocatenulatum	2.5.1.19	UniRef90_C0BSX5	Bifidobacterium_pseudocatenulatum
A0AAX3IUX7	A0AAX3IUX7_BIFPS	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium pseudocatenulatum	2.5.1.19	UniRef90_C0BSX5	Bifidobacterium_pseudocatenulatum
C0BSX5	C0BSX5_BIFPS	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	2.5.1.19	UniRef90_C0BSX5	Bifidobacterium_pseudocatenulatum
A0A3E5HQ35	A0A3E5HQ35_BIFPS	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium pseudocatenulatum	4.2.3.5	UniRef90_A1A1A2	Bifidobacterium_pseudocatenulatum
